a reflects 2-for-1 stock split effective dec. 30 1988	2-for-1 stock split effective dec. 30 1988 is reflected by a
the announcement made after the close of trading caught analysts by surprise	analysts were caught by the announcement made after the close of trading by surprise
the latest quarter includes a 42.7 million addition to loan-loss reserves	a 42.7 million addition to loan-loss reserves is included by the latest quarter
the latest quarter included a 6.6 million write-down of investments	a 6.6 million write-down of investments was included by the latest quarter
soybean production swells 24 %	24 % is swelled by soybean production
next year may see a drop of one percentage point	a drop of one percentage point may be seen by next year
food companies probably wo n't cut their prices much blaming other costs	their prices probably wo n't be cut by food companies much blaming other costs
two cans cost 89 cents during the drought	89 cents were cost by two cans during the drought
two election commission members opposed the matching plans	the matching plans were opposed by two election commission members
new jersey bell awaits state clearance	state clearance is awaited by new jersey bell
christmas shoppers find a helping hand from some catalog companies	a helping hand is found by christmas shoppers from some catalog companies
standard & poor 's corp. has them under review	they are had by standard & poor 's corp. under review
the offering used at-market pricing	at-market pricing was used by the offering
never mind that her husband prefers crest	never mind that crest is prefered by her husband
but i do n't want any of that oil for my grandkids	but any of that oil are n't wanted by me for my grandkids
he simply ca n't stomach the taste of heinz she says	the taste of heinz simply ca n't be stomached by him she says
it 's sort of loyalty by default	loyalty by default is had sort of by it
advertisers attribute this shared loyalty to the striking similarity among brands	this shared loyalty is attributed by advertisers to the striking similarity among brands
in addition power failures prevented its package-sorting facilities from operating causing delays	in addition its package-sorting facilities were prevented by power failures from operating causing delays
the less-rigorous senate version would defer the deductibility for roughly five years	the deductibility would be defered by the less-rigorous senate version for roughly five years
the house version would raise slightly more	slightly more would be raised by the house version
there 's no question it will make lbos more expensive he said	no question it will make lbos more expensive is had by there he said
we view it as a good long-term investment the spokesman said	it is viewed by us as a good long-term investment the spokesman said
corporations need liquidity in the form of borrowed funds	liquidity in the form of borrowed funds is needed by corporations
but sophistication has its limits	but its limits are had by sophistication
but these wide swings scare them to death	but they are scared by these wide swings to death
investors will develop thicker skins and their confidence will return he says	thicker skins will be developped by investors and their confidence will return he says
for one thing digital maynard mass. has sold fewer machines	for one thing fewer machines have been sold by digital maynard mass.
but i would n't write off sir james or other potential bidders	but sir james or other potential bidders would n't be written off by me
he added b.a.t has no expectation of a material impact on farmers	he added no expectation of a material impact on farmers is had by b.a.t
galveston-houston makes and markets products for the construction mining and energy industries	products for the construction mining and energy industries are made and markets by galveston-houston
michael maynard offered the world a faster way to break eggs	the world was offered by michael maynard a faster way to break eggs
and the egg producers have done a pretty good job	and a pretty good job has been done by the egg producers
opponents do n't buy such arguments	such arguments are n't bought by opponents
leading the assault against the egg king has been united egg producers	being leadinged by united egg producers has been the assault against the egg king
the egg producers also lobbied the food and drug administration	the food and drug administration also was lobbied by the egg producers
mr. maynard says the ruling pushed his company into bankruptcy court	mr. maynard says his company was pushed by the ruling into bankruptcy court
sales rose 8 % to 456.2 million from 422 million	8 % was risen by sales to 456.2 million from 422 million
randy delchamps retains his position as president	his position as president is retained by randy delchamps
it implies very dramatic growth he said	very dramatic growth is implyed by it he said
a cboe spokeswoman declined comment on petco	comment was declined by a cboe spokeswoman on petco
yet they do n't disparage their audiences by disparaging their act	yet their audiences are n't disparaged by them by disparaging their act
on his off-hours he wears cardigan sweaters	on his off-hours cardigan sweaters are worn by him
mr. kloves has put together some priceless moments	some priceless moments have been put together by mr. kloves
you 'll find her there	she 'll be found by you there
if that takes money take it away from this discredited federal department	if money is taken by that take it away from this discredited federal department
rival gangs have turned cities into combat zones	cities have been turned by rival gangs into combat zones
mellon has 36.6 million shares outstanding	36.6 million shares outstanding are had by mellon
kansas power said mr. black 61 chose early retirement	kansas power said early retirement was chosen by mr. black 61
calisto tanzi odeon 's owner will retain his 23.34 % stake	his 23.34 % stake will be retained by calisto tanzi odeon 's owner
whitbread bought the beefeater distillery two years ago for 174.5 million	the beefeater distillery was bought by whitbread two years ago for 174.5 million
allied-lyons while powerful in whiskey does n't own any major white-spirit brands	any major white-spirit brands while powerful in whiskey are n't owned by allied-lyons
but analysts estimate their trading profit at 30 million	but their trading profit is estimated by analysts at 30 million
he will retain the honorary title of non-executive chairman	the honorary title of non-executive chairman will be retained by him
maybe we should take it as a compliment	maybe it should be taken by us as a compliment
ibm based in armonk n.y. has dominated the market for decades	the market has been dominated by ibm based in armonk n.y. for decades
and unlike ibm 's water-cooled mainframes it does n't need any plumbing	and unlike ibm 's water-cooled mainframes any plumbing is n't needed by it
the challengers will have a big price advantage	a big price advantage will be had by the challengers
that 's about half the price of comparably equipped ibm mainframes	about half the price of comparably equipped ibm mainframes is had by that
the heightened competition will hit ibm at a difficult time	ibm will be hit by the heightened competition at a difficult time
the software conversion costs would dwarf any savings	any savings would be dwarfed by the software conversion costs
digital 's new line has been a long time coming	a long time has been a long time coming
ibm will face still more competition in coming months	still more competition will be faced by ibm in coming months
once you 're miss america you 're always miss america	once you 're miss america miss america is 'red always by you
atlanta mr. savageau sniffs has unrealistic pretensions to world-class status	unrealistic pretensions to world-class status mr. savageau sniffs are had by atlanta
mr. savageau says earthquake or not san francisco makes the list	mr. savageau says earthquake or not the list is made by san francisco
advancers on the big board outpaced decliners by 822 to 668	decliners on the big board was outpaced by advancers by 822 to 668
sales rose 2.6 % to 1.32 billion from 1.29 billion	2.6 % was risen by sales to 1.32 billion from 1.29 billion
wang had previously forecast a loss	a loss had previously been forecast by wang
the latest period loss included a 12.9 pretax charge for severance payments	a 12.9 pretax charge for severance payments was included by the latest period loss
ford has signaled it might acquire a majority interest later	ford has signaled a majority interest might be acquired by it later
the deal would require approval by a majority of jaguar shareholders	approval by a majority of jaguar shareholders would be required by the deal
it has never been done before but there 's always a first	it has never been done before but a first are had always by there
imperial cup has annual sales of approximately 75 million	annual sales of approximately 75 million are had by imperial cup
federal paper board sells paper and wood products	paper and wood products are sold by federal paper board
fluor corp. a construction engineering firm gained 75 cents to 33.375	75 cents were gained by fluor corp. a construction engineering firm to 33.375
timber stocks got a big boost	a big boost was got by timber stocks
pacific gas & electric co. fell 37.5 cents to 19.625	37.5 cents were felled by pacific gas & electric co. to 19.625
pacific telesis group lost 62.5 cents to 44.625	62.5 cents were lost by pacific telesis group to 44.625
mr. steinhardt also could take that route	that route also could be taken by mr. steinhardt
he confers big trading commissions on wall street firms	big trading commissions are confered by him on wall street firms
analysts say usair has great promise	analysts say great promise is had by usair
she thinks traders should buy the stock if it tumbles to 35	she thinks the stock should be bought by traders if it tumbles to 35
does mr. steinhardt regret his incursion into the takeover-threat game	does his incursion into the takeover-threat game is regretted by mr. steinhardt
they currently have large orders for cargo planes	large orders for cargo planes currently are had by them
british airways said it has n't received a proposal from jal	british airways said a proposal has n't been received by it from jal
in the meantime the strategies will increase expenses	in the meantime expenses will be increased by the strategies
revenue jumped 22 % to 7.89 billion from 6.46 billion	22 % was jumped by revenue to 7.89 billion from 6.46 billion
it earned 76.4 million or 1.82 a share in the 1988 quarter	76.4 million or 1.82 a share was earned by it in the 1988 quarter
sales dipped 3.6 % to 3.92 billion from 4.07 billion	3.6 % was dipped by sales to 3.92 billion from 4.07 billion
grumman corp. won a 58.9 million navy contract for 12 f-14 aircraft	a 58.9 million navy contract for 12 f-14 aircraft was won by grumman corp.
norton makes sandpaper and other abrasives diamond tools specialty plastics and ceramics	sandpaper and other abrasives diamond tools specialty plastics and ceramics are made by norton
the quake postponed the third and fourth games of the world series	the third and fourth games of the world series were postponed by the quake
when mr. trump sued bally he sued only on behalf of himself	when bally was sued by mr. trump he sued only on behalf of himself
senate hears final arguments in impeachment trial of federal judge	final arguments are hearsed by senate in impeachment trial of federal judge
companies seeking to make insurers pay for pollution cleanup win court victory	court victory is won by companies seeking to make insurers pay for pollution cleanup
in 1987 he became deputy chief of the civil division	in 1987 deputy chief of the civil division was become by him
reflecting that logic insurance-company stocks posted strong gains	reflecting that logic strong gains were posted by insurance-company stocks
it 's the proverbial flight to safety	the proverbial flight to safety is had by it
that included capital gains that were passed along to customers	capital gains that were passed along to customers were included by that
formerly president and treasurer mr. lang remains chief executive officer	formerly president and treasurer chief executive officer is remained by mr. lang
broader averages also posted modest gains	modest gains also were posted by broader averages
loews the parent of cna financial rose 1 3\/8 to 123 1\/8	1 3\/8 were risen by loews the parent of cna financial to 123 1\/8
chevron added 1 to 65	1 were added by chevron to 65
separately investor marvin davis withdrew his backup 300-a-share takeover offer	separately his backup 300-a-share takeover offer was withdrawed by investor marvin davis
gte added 1 1\/4 to 65 3\/8	1 1\/4 were added by gte to 65 3\/8
springs industries dropped 1 3\/8 to 36	1 3\/8 were dropped by springs industries to 36
carnival cruise lines class a rose 1 1\/4 to 22 3\/8	1 1\/4 were risen by carnival cruise lines class a to 22 3\/8
the company citing market conditions postponed a 200 million debt offer	a 200 million debt offer citing market conditions was postponed by the company
the 1988 quarter also included one-time gains totaling about 35 million	one-time gains totaling about 35 million also were included by the 1988 quarter
in june the chicago board of trade said it suspended capcom financial	in june the chicago board of trade said capcom financial was suspended by it
in this case the members outdid themselves	in this case themselves was outdoed by the members
rep. traxler recently purchased an unimproved building lot on the island	an unimproved building lot on the island recently was purchased by rep. traxler
the entire division employs about 850 workers	about 850 workers are employed by the entire division
the maker of specialty chemicals has about 5.9 million shares outstanding	about 5.9 million shares outstanding are had by the maker of specialty chemicals
the company said the move recognizes its strong financial position	the company said its strong financial position is recognized by the move
he said the ordinance also will benefit the mentally retarded	he said the mentally retarded also will be benefitted by the ordinance
london had some problems too	some problems were had by london too
but by that time many big institutions had switched business to london	but by that time business had been switched by many big institutions to london
but it 's just one of those things that happened	but just one of those things that happened are had by it
they all said they invested huge amounts of money	they all said huge amounts of money were invested by them
sales jumped 12.2 % to 232.12 billion yen from 206.87 billion yen	12.2 % was jumped by sales to 232.12 billion yen from 206.87 billion yen
sales rose 8.5 % to 195.19 billion yen from 179.916 billion yen	8.5 % was risen by sales to 195.19 billion yen from 179.916 billion yen
these bugs do n't affect our schedule at all he said	our schedule is n't affected by these bugs at all he said
these errata do not affect business programs he said	business programs are not affected by these errata he said
you can do that but you 're taking a risk	that can be done by you but you 're taking a risk
that 's four times as fast as the 386	four times as fast as the 386 are had by that
nobody has any credible estimate	any credible estimate is had by nobody
we designed a comprehensive program and we worked hard on it	a comprehensive program was designed by us and we worked hard on it
the fcc took three specific actions regarding at&t	three specific actions regarding at&t were taken by the fcc
at&t applauded the fcc 's actions	the fcc 's actions was applauded by at&t
sales increased 11.9 % to 279.39 billion yen from 249.68 billion yen	11.9 % is increased by sales to 279.39 billion yen from 249.68 billion yen
net fell 1 % to 3.23 billion yen from 3.26 billion yen	1 % was felled by net to 3.23 billion yen from 3.26 billion yen
analysts said the move could presage even harsher action by the banks	analysts said even harsher action by the banks could be presaged by the move
that in turn could substantially reduce the value of the television assets	the value of the television assets in turn could be substantially reduced by that
qintex australia owes creditors around 1.2 billion	creditors are owed by qintex australia around 1.2 billion
yet the rothschilds do n't deny an emotional element to the decision	yet an emotional element to the decision is n't denied by the rothschilds
the constraints do n't bother the office 's 54-year-old manager erich stromeyer	the office 's 54-year-old manager erich stromeyer is n't bothered by the constraints
the paris bank does n't publish that figure	that figure is n't published by the paris bank
exxon corp. said it will move its headquarters from manhattan to dallas	exxon corp. said its headquarters will be moved by it from manhattan to dallas
the shift wo n't affect operations	operations wo n't be affected by the shift
meanwhile dallas welcomed the move	meanwhile the move was welcomed by dallas
he 's a rare democratic hawk	a rare democratic hawk is had by him
but in 1989 most senators have other ideas	but in 1989 other ideas are had by most senators
maine republican william cohen said the plan might violate the assassination ban	maine republican william cohen said the assassination ban might be violated by the plan
so the administration dropped it	so it was dropped by the administration
but even mr. boren defends congressional oversight	but congressional oversight is defended by even mr. boren
i would n't say it 's quite a veto mr. boren demurs	i would n't say a veto is had quite by it mr. boren demurs
mr. boren even spies a silver lining	a silver lining even is spied by mr. boren
they want late-night shuttles to the biology labs	late-night shuttles to the biology labs are wanted by them
they want a 24-hour library	a 24-hour library is wanted by them
i 'm a math major but i want to know about psychobiology	a math major is 'med by me but i want to know about psychobiology
they build extended minivans and the dodge spirit acclaim shadow and sundance	extended minivans and the dodge spirit acclaim shadow and sundance are built by them
x year-to-date 1988 figure includes volkswagen domestic-production through july	x volkswagen domestic-production through july is included by year-to-date 1988 figure
the spokesman said unocal has had considerable interest from prospective buyers	the spokesman said considerable interest from prospective buyers has been had by unocal
the thrift announced the plan aug. 21	the plan was announced by the thrift aug. 21
the withdrawals could spell trouble for the 200 billion junk market	trouble for the 200 billion junk market could be spelled by the withdrawals
other funds hold a smattering of junk bonds too	a smattering of junk bonds is held by other funds too
the fund now holds a cash position of about 15 %	a cash position of about 15 % now is held by the fund
iverson 's earnings plunged 70 % to 1.2 million	70 % was plunged by iverson 's earnings to 1.2 million
in january mr. salvatori sold the unit	in january the unit was sold by mr. salvatori
his appointment expands the board to 13 members	the board is expanded by his appointment to 13 members
the price also includes assumption of about 1.4 billion in debt	assumption of about 1.4 billion in debt also is included by the price
the completion of the merger agreement follows months of twists and turns	months of twists and turns are followed by the completion of the merger agreement
the following month the company put itself up for sale	itself the company was put by the following month up for sale
but they never materialized and ima completed the purchase yesterday	but they never materialized and the purchase was completed by ima yesterday
but stock-index futures have plenty of support	but plenty of support is had by stock-index futures
they note that stocks experienced volatile swings long before futures	they note that volatile swings were experienced by stocks long before futures
that gives futures traders a lot more power	futures traders are given by that a lot more power
the u.s. as the major drug consumer should lead this joint effort	this joint effort should be led by the u.s. as the major drug consumer
it really brings you down to a human level she says	you really are brought by it down to a human level she says
if you do n't you ca n't do your job	if you do n't your job ca n't be done by you
it could take six to nine months to handle the earthquake-related claims	six to nine months could be taken by it to handle the earthquake-related claims
her new line of work has some perils	some perils are had by her new line of work
when will i get that check for a million dollars he jokes	when will that check for a million dollars is got by me he jokes
in this case that 's about 250,000	in this case about 250,000 are had by that
we can lose money on this he says	money can be lost by us on this he says
even ms. johnson herself made that assumption	that assumption was made by even ms. johnson herself
she did n't have hot water for five days	hot water was n't had by her for five days
her sister cynthia wishes toni had a different job	her sister cynthia wishes a different job was had by toni
chevrolet already has cash incentives on the 1989 models of these vehicles	cash incentives on the 1989 models of these vehicles already are had by chevrolet
the company had a tax credit of 1.4 million	a tax credit of 1.4 million was had by the company
sales rose 8 % to 368.5 million from 340.7 million	8 % was risen by sales to 368.5 million from 340.7 million
sales rose 8 % to 1.15 billion from 1.06 billion	8 % was risen by sales to 1.15 billion from 1.06 billion
venezuela has also earmarked 200 million in new money for light-crude exploration	200 million in new money have also been earmarked by venezuela for light-crude exploration
agip already has an oil stake in libya	an oil stake already is had by agip in libya
it 's all i think about or talk about	all i think about or talk about are had by it
for the government it has become a highly volatile political issue	for the government a highly volatile political issue has been become by it
last week the government took three bills to the national assembly	three bills the government were taken by last week to the national assembly
the california thrift has just announced a 226 million third-quarter loss	a 226 million third-quarter loss has just been announced by the california thrift
i see congress as a last resort	congress is seen by me as a last resort
it 's doubtful though whether circuit breakers do any real good	it 's doubtful though whether any real good is done by circuit breakers
the fed also has the power to set margin requirements	the power to set margin requirements also is had by the fed
more carefully targeted intervention might actually reduce the need for government action	the need for government action might actually be reduced by more carefully targeted intervention
also the new stirrings are faint and some question their extent	also the new stirrings are faint and their extent is questioned by some
the catalyst for all this has been opec	opec has been opec
mitchell will get a half-interest in the oil	a half-interest in the oil will be got by mitchell
some drill-bit prices have risen 5 % in the past month	5 % has been risen by some drill-bit prices in the past month
wall street generally likes the industry again	the industry generally is liked by wall street again
for most field workers it 's about time	for most field workers about time is had by it
global offshore-rig use shows a similar upward trend	a similar upward trend is shown by global offshore-rig use
he got three trucks and a backhoe cheap	three trucks and a backhoe was got by him cheap
only a government-sponsored bailout kept the crisis from swallowing the exchange	the crisis was kept by only a government-sponsored bailout from swallowing the exchange
the robberies also have set off a controversy involving the airlines	a controversy involving the airlines also has been set off by the robberies
they have the most sophisticated computers in the world says mr. llerena	the most sophisticated computers in the world are had by them says mr. llerena
texans get reasonable car rental insurance	reasonable car rental insurance is getted by texans
experts say such long hours for attendants pose a safety risk	experts say a safety risk is posed by such long hours for attendants
the vaccine however causes allergic reactions that can be fatal	allergic reactions that can be fatal however are caused by the vaccine
these bacterial cousins ordinarily do n't make the toxin	the toxin ordinarily is n't made by these bacterial cousins
it has more drug users than boston has people	more drug users than boston has people are had by it
after 25 years in city politics david dinkins remains an enigma	after 25 years in city politics an enigma is remained by david dinkins
i am aware we have real budgetary problems	i am aware real budgetary problems are had by us
no doubt mr. dinkins has been a calming influence	a calming influence mr. dinkins has been a calming influence
these campaign problems have echoed difficulties mr. dinkins has run into before	difficulties mr. dinkins has run into before have been echoed by these campaign problems
we did n't rubber-stamp everything that came to us mr. lynch says	everything that came to us was n't rubber-stamped by us mr. lynch says
of the almost 3,000 athletes surveyed 1,240 took the time to respond	of the almost 3,000 athletes surveyed the time to respond was taken by 1,240
in other words they treat you like a piece of meat	in other words you are treated by them like a piece of meat
the playoff series had riveted the 12-year-old giants fan	the 12-year-old giants fan had been riveted by the playoff series
thomson took a called strike mr. engelken recounts	a called strike was taken by thomson mr. engelken recounts
you might not find one in the jurisprudence column	one might not be found by you in the jurisprudence column
lawmakers in both houses support the higher level	the higher level is supported by lawmakers in both houses
administration officials defend mr. bush 's decision to make the trip	mr. bush 's decision to make the trip is defended by administration officials
accepted theories of asset pricing offer a perfectly legitimate explanation	a perfectly legitimate explanation is offered by accepted theories of asset pricing
accepted theories state that investors require higher returns on riskier investments	accepted theories state that higher returns are required by investors on riskier investments
this means the returns can vary a great deal	this means a great deal can be varyed by the returns
this untried concept would expose these firms to potentially astronomical punitive damages	these firms would be exposed by this untried concept to potentially astronomical punitive damages
the british government also strongly opposes the charter in its current form	the charter in its current form also is strongly opposed by the british government
since tuesday the shares have gained nearly 4 %	since tuesday nearly 4 % has been gained by the shares
there 's some price at which we 'd stop bidding	some price at which we 'd stop bidding is had by there
the 15 % restriction covers any would-be suitor british or foreign	any would-be suitor british or foreign is covered by the 15 % restriction
politics also influences the government 's thinking on the anti-takeover restriction	the government 's thinking on the anti-takeover restriction also is influenced by politics
the key steps advocated include property	property is included by the key steps advocated
foreigners would receive greater incentives to invest in the u.s.s.r.	greater incentives to invest in the u.s.s.r. would be received by foreigners
but it will slow production	but production will be slowed by it
the company has about 31 million ordinary shares outstanding	about 31 million ordinary shares outstanding are had by the company
but he adds everybody and his sister have opened up m&a shops	but he adds m&a shops have been opened up by everybody and his sister
about eight firms will get the lion 's share	the lion 's share will be got by about eight firms
he has mastered the art of survival	the art of survival has been mastered by him
he started building the files that helped him gain power	he started building the files that helped power is gained by him
noriega managed the whole thing	the whole thing was managed by noriega
even at this early stage drugs caused additional concerns	even at this early stage additional concerns were caused by drugs
the u.s. soon found new cause for concern gun-running	new cause for concern gun-running soon was found by the u.s.
the pentagon foiled the plan	the plan was foiled by the pentagon
prosecutors in miami received yet another setback	yet another setback was received by prosecutors in miami
if he had been found guilty we could have stopped him	if he had been found guilty he could have been stopped by us
soon the military became a veritable mafia controlling legal and illegal businesses	soon a veritable mafia controlling legal and illegal businesses was become by the military
now neither side the u.s. nor mr. noriega has an easy out	now an easy out is had by neither side the u.s. nor mr. noriega
at that point investors may face a long bumpy ride	at that point a long bumpy ride may be faced by investors
jaguar topped the most-active list for the u.s. over-the-counter market monday	the most-active list for the u.s. over-the-counter market was topped by jaguar monday
but yesterday 's announcement indicates that ford has n't lost interest	but yesterday 's announcement indicates that interest has n't been lost by ford
ford wants jaguar very much	jaguar is wanted by ford very much
but it 's not mediocre it 's a real problem	but it 's not mediocre a real problem is had by it
a year earlier sales totaled 7.567 billion francs	a year earlier 7.567 billion francs were totaled by sales
it also will hand unilab new markets	unilab also will be handed by it new markets
nasa said the galileo worm had nothing to do with either delay	nasa said nothing to do with either delay was had by the galileo worm
hugo's blast generates pleas for aid from south carolina small businesses	pleas for aid from south carolina small businesses are generated by hugo's blast
local bankers and accountants help applicants fill out forms	local bankers and accountants help forms are filled out by applicants
health benefits remain a central lobbying effort even as section 89 fades	a central lobbying effort is remained by health benefits even as section 89 fades
i blew it mr. motley says apologetically	it was blown by me mr. motley says apologetically
last year the prisons ' sales to the pentagon totaled 336 million	336 million the prisons ' sales to the pentagon were totaled by last year
the house energy committee will debate the issue later this month	the issue will be debated by the house energy committee later this month
ge capital has a working relationship with l.j. hooker	a working relationship with l.j. hooker is had by ge capital
mr. bush had threatened a veto previously	a veto had been threatened by mr. bush previously
you hate to do it because he 's your father	you hate to do it because your father is had by him
cnbc will produce six one-hour programs beginning in april 1990	six one-hour programs will be produced by cnbc beginning in april 1990
he has been a bearings director since 1985	a bearings director has been a bearings director since 1985
the committee gave the government until nov. 15 to revise the proposal	the government was given by the committee until nov. 15 to revise the proposal
the move reflected the growing confidence of the revamped supreme soviet	the growing confidence of the revamped supreme soviet was reflected by the move
a beatrice spokesman did n't return calls seeking comment	calls seeking comment were n't returned by a beatrice spokesman
confectionery products sales also had strong growth in the quarter	strong growth also was had by confectionery products sales in the quarter
sales of prozac an anti-depressant led drug-sales increases	drug-sales increases were led by sales of prozac an anti-depressant
and that naturally exacerbates price movements	and price movements naturally are exacerbated by that
it added another 5 % monday before stocks rallied	another 5 % was added by it monday before stocks rallied
brokers do n't deny that	that are n't denied by brokers
some economists expect further declines in investment spending	further declines in investment spending are expected by some economists
you have n't seen the full effect of that yet	the full effect of that has n't been seen by you yet
it would n't discuss a price	a price would n't be discussed by it
he succeeds everett meyers who resigned in may	everett meyers who resigned in may is succeeded by him
traders said hedging related to the tva pricing also pressured treasury bonds	traders said treasury bonds also were pressured by hedging related to the tva pricing
the lists total 654.5 million	654.5 million are totaled by the lists
the 6 3\/4 % notes yield 6.25 %	6.25 % is yielded by the 6 3\/4 % notes
british government bonds surged on renewed volatility in the stock market	renewed volatility in the stock market was surged on by british government bonds
three other major u.s. banks posted earnings increases	earnings increases were posted by three other major u.s. banks
wells fargo & co. of san francisco posted a 17 % jump	a 17 % jump was posted by wells fargo & co. of san francisco
earnings from the bank 's global consumer business grew 27 %	27 % was grown by earnings from the bank 's global consumer business
fees from syndicating loans dropped 48 % to 21 million	48 % was dropped by fees from syndicating loans to 21 million
expenses unrelated to interest rose 5.4 % to 541 million	5.4 % was risen by expenses unrelated to interest to 541 million
mr. meador had been executive vice president of balcor	executive vice president of balcor had been executive vice president of balcor
we do n't need cartoons anymore	cartoons are n't needed by us anymore
mcgill a valparaiso ind. ball-bearing manufacturer had rebuffed broadbeach 's proposal	broadbeach 's proposal had been rebuffed by mcgill a valparaiso ind. ball-bearing manufacturer
sales rose 9 % to 2.57 billion from 2.36 billion	9 % was risen by sales to 2.57 billion from 2.36 billion
sales rose 9 % to 7.54 billion from 6.95 billion	9 % was risen by sales to 7.54 billion from 6.95 billion
it 's an experience they do n't want to repeat	an experience they do n't want to repeat is had by it
the march contract advanced 0.14 cent a pound to 14.11 cents	0.14 cent a pound was advanced by the march contract to 14.11 cents
to the professionals in the trade it did n't cause much surprise	to the professionals in the trade much surprise was n't caused by it
an analyst cited weaker capital spending and exports	weaker capital spending and exports were cited by an analyst
it expects a 1.42 billion quarterly loss	a 1.42 billion quarterly loss is expected by it
citicorp posted a 9 % drop in quarterly profit	a 9 % drop in quarterly profit was posted by citicorp
manufacturers hanover had a loss due to a big reserve addition	a loss due to a big reserve addition was had by manufacturers hanover
three big drug makers posted robust third-quarter earnings	robust third-quarter earnings was posted by three big drug makers
osborn also operates muzak franchises entertainment properties and small cable-television systems	muzak franchises entertainment properties and small cable-television systems also are operated by osborn
the move largely consigns them to roads used by motorized vehicles	they largely are consigned by the move to roads used by motorized vehicles
most other states have enacted similar bans	similar bans have been enacted by most other states
by one estimate everyone here under 50 owns at least one bike	by one estimate at least one bike is owned by everyone here under 50
the union represents about 28,000 engineers and technical workers	about 28,000 engineers and technical workers are represented by the union
its contract expires dec. 1	dec. 1 is expired by its contract
it also would have reduced mandatory overtime	mandatory overtime also would have been reduced by it
one big technology issue novell rode the roller coaster	the roller coaster was ridden by one big technology issue novell
price co. jumped 2 1\/4 to 44 on 1.7 million shares	2 1\/4 were jumped by price co. to 44 on 1.7 million shares
intermec a maker of optical character-recognition devices also reported higher third-quarter earnings	higher third-quarter earnings also was reported by intermec a maker of optical character-recognition devices
its shares added 3\/4 to 30 3\/4	3\/4 were added by its shares to 30 3\/4
a&w brands lost 1\/4 to 27	1\/4 were lost by a&w brands to 27
capital associates dropped 1 to 5 3\/8	1 were dropped by capital associates to 5 3\/8
the irs delays several deadlines for hugo 's victims	several deadlines are delaysed by the irs for hugo 's victims
the notice also grants relief for certain estate-tax returns	relief also is granted by the notice for certain estate-tax returns
irs revenue procedure 89-52 describes the reporting requirements	the reporting requirements are described by irs revenue procedure 89-52
the u.s. said it would fully support the resistance and did n't	the u.s. said the resistance would be fully supported by it and did n't
this heavy outside support for the worst has undermined better moderate leaders	better moderate leaders have been undermined by this heavy outside support for the worst
the deal fell through and kandahar remains a major regime base	the deal fell through and a major regime base is remained by kandahar
sales rose 25 % to 3.90 billion from 3.13 billion	25 % was risen by sales to 3.90 billion from 3.13 billion
poachers would control the underground trade	the underground trade would be controled by poachers
fortunately the nations of southern africa have n't totally surrendered their sovereignty	fortunately their sovereignty has n't been totally surrendered by the nations of southern africa
that 's the conventional theory anyway	the conventional theory is had by that anyway
did mr. loeb seek personal gain and if so how	did personal gain is seeked by mr. loeb and if so how
did mr. freeman have notice of this	did notice of this are had by mr. freeman
