not everything looks grim for quantum ; grim	for quantum not everything looks grim.
our computer model has a certain trigger point he said ; certain	he said our computer model has a trigger point that is certain
climate varies drastically due to natural causes said mr. thompson ; natural	mr. thompson said that climate varies drastically due to causes that are natural
logic plays a minimal role here ; minimal	logic plays a role here that is minimal
more bothersome there are several apparent anachronisms ; apparent	more bothersome are several anachronisms that are apparent
revenue was about flat at 2.4 billion ; flat	the 2.4 billion revenue was flat
even so few had ever dealt with an earthquake ; few	an earthquake had been dealt with by so few
one such company is bankers trust co ; such	bankers trust co is one company as such
the resignation came as a great surprise ; great	the resignation came as a surprise that was great
making computers smaller often means sacrificing memory ; smaller	sacrificing memory is often what needs to be done when making computers smaller
he 's sharp as a tack ; sharp	he is like a tack that is sharp
the election was by secret ballot in the general assembly ; secret	the election ballot held in the general assembly was secret
i consider this a second career he said ; second	i consider this career my second he said
the french analysis goes further ; french	the analysis that goes further is french
they do indeed want their own nation ; own	they do indeed want a nation of their own
she said a more aggressive move was n't needed ; aggressive	she said a move that wasn't needed was an aggressive one
prices were lower in frankfurt zurich paris and amsterdam ; lower	prices in frankfurt zurich paris and amsterdam were lower
its plan is set up as an independent agency ; independent	its plan is set up as an agency that is independent
how many shares will be around in 1995 he asked ; many	he asked if the shares in 1995 will be many
friday brings the final count on october auto sales ; final	the count of october auto sales on friday is final
we have no further developments to report he said ; further	he said we have no developments to report further
shorted shares must eventually be replaced through buying ; shorted	what must eventually be replaced through buying are shares that are shorted
people have been very respectful of each other ; respectful	among each other people were very respectful
poland is short on enterprises not enterprise ; short	it's not enterprise but enterprises on which poland is short
the heart of the case official oppression remains intact ; official	the oppression that remains intact in the heart of the case is official
most sleep on the floor ; most	on the floor is where people sleep the most.
meanwhile at home mitsubishi has control of some major projects ; major	meanwhile at home mitsubishi has control of some projects that are major
last week cbs inc. canceled the people next door ; last	cbs inc. canceled the people next door not this week but the last
these people have different agendas ; different	these people have agendas that are different
otherwise actual profit is compared with the 300-day estimate ; actual	otherwise compared with the 300-day estimate is the profit defined as actual
but the apple industry is ripe for change ; ripe	but change for the apple industry is ripe
the bond market was unmoved by the economic statistics ; unmoved	the economic statistics left the bond market unmoved
otherwise actual profit is compared with the 300-day estimate ; 300-day	otherwise actual profit is compared with the estimate of 300-day
the bond market was unmoved by the economic statistics ; economic	the bond market was unmoved by the statistics which were economic
meanwhile competition from rivals unencumbered by history is intensifying ; unencumbered	meanwhile competition is intensifying from rivals whose relationship with history is unencumbered
mr. fedders is philosophical about his travails ; philosophical	about his travails mr. fedders is philosophical
you can think long range ; long	you can think in a range that's long
sounds great or does it ; great	it sounds great doesn't it
cbs sports earned 50 million or so last year ; last	cbs sports earned 50 million or so the year last
i find it very difficult to say that ; difficult	saying it is something that i find very difficult
4 impose standard accounting and administrative practices ; standard	the accounting and administrative practices of the 4 impose are standard
both took further hits yesterday ; further	the hits that both took yesterday were further
4 impose standard accounting and administrative practices ; administrative	the standard practices of the 4 impose are accounting and administrative
this is how american women won the right to vote ; american	the is how the woman who were american won the right to vote
an earthquake struck northern california killing more than 50 people ; northern	an earthquake that struck california killing more than 50 people was northern
prices of high-yield high-risk corporate securities ended unchanged ; high-yield	the prices of high-risk corporate securities that ended unchanged are high-yield
per-share net rose to 62.04 yen from 51.50 yen ; per-share	rising to 62.04 yen from 51.50 yen was the net per-share
an earthquake struck northern california killing more than 50 people ; more	an earthquake struck northern california killing 50 people or more
i would n't expect an immediate resolution to anything ; immediate	i would not expect a resolution to anything that is immediate
prices of high-yield high-risk corporate securities ended unchanged ; high-risk	prices ended unchanged for corporate securities that were high-yield high-risk
most public-health measures were handled at the local level ; most	public-health measures were handled at the local level the most
the association said domestic demand grew 8.8 % in september ; domestic	the association said that the demand that grew 8.8 % in september was domestic
most public-health measures were handled at the local level ; local	most public-health measures were handed at a level that was local
prices of high-yield high-risk corporate securities ended unchanged ; corporate	prices of high-yield securities that ended unchanged were high-risk corporate
in major market activity stock prices rose in light trading ; major	stock prices rose in light trading of active markets that were major
trading also was heavy in the over-the-counter market ; heavy	trading in the over-the-counter market was also heavy
in major market activity stock prices rose in light trading ; light	in major market activity stock prices rose in trading that was light
trading also was heavy in the over-the-counter market ; over-the-counter	trading also was heavy in the market over-the-counter
it liquefies in a patchwork quilt pattern ; patchwork	the quilt pattern it liquefies in is patchwork
even lloyd 's specialty unusually risky ventures is being challenged ; risky	even being challenged is lloyd 's specialty of ventures which are unusually risky
minicar output more than tripled ; minicar	more than tripled was the output by minicar
the soviets have a world-leading space program the guests noted ; world-leading	the soviets have a space program the guests noted as world-leading
the gruff financier recently started socializing in upper-class circles ; gruff	the financier that recently started socializing in upper-class circles was gruff
minicar output more than tripled ; more	minicar output tripled more
remember the dalkon shield and the early birth-control pills ; early	remember the dalkon shield and the birth-control pills which came early
the gruff financier recently started socializing in upper-class circles ; upper-class	the gruff financier recently started socializing in circles that are upper-class.
the minimum unit is 100,000 ; minimum	100,000 is the unit quantity that is the minimum
they 're getting some major wins she added ; major	she added they are getting some wins that are major
the last taxpayer compliance measurement program survey covered 1985 returns ; last	taxpayer compliance measurement program survey that covered 1985 returns were the last
in other words it was a better-than-average manhattan commute ; other	it was a better-than-average manhattan commute in other words
but it has n't increased much relative to other assets ; relative	the increase related to other assets has not been relative
it 's better to wait ; better	to wait is better
in other words it was a better-than-average manhattan commute ; better-than-average	in other words it was a manhattan commute that was better-than-average
but it has n't increased much relative to other assets ; other	but it hasn't increased much relative to assets that are other
mr. rey made 50 million swiss francs on the sale ; swiss	the 50 millions francs that mr rey made on the sale were swiss
the wholesale price index stood at 89.6 1985 equals 100 ; wholesale	the price index that stood at 89.6 1985 equals 100 was wholesale
most of the 10 have big commodity-chemical operations ; most	out of the 10 the ones with big commodity-chemical operations are most
the company did n't put out a public announcement ; public	the company didn't put out an announcement that was public
did mr. loeb seek personal gain and if so how ; personal	if mr loeb sought gain was it personal
most of the 10 have big commodity-chemical operations ; big	most of the 10 have commodity-chemical operations that are big
why did east bloc participants unanimously endorse market-based pollution approaches ; market-based	why did east bloc participants unanimously endorse pollution approaches that are market-based
it is scheduled for delivery in late 1991 ; late	it is scheduled for delivery in 1991 but not till late
most of the 10 have big commodity-chemical operations ; commodity-chemical	most of the 10 big operations are commodity-chemical
federal prosecutors are concluding fewer criminal cases with trials ; federal	fewer trials with criminal cases are concluding with prosecutors that are federal
yet another political scandal is racking japan ; political	yet another scandal is racking japan which is political
but steelmakers must also find new markets ; new	but steelmakers must also find markets that are new
federal prosecutors are concluding fewer criminal cases with trials ; fewer	federal prosecutors are concluding criminal cases with trials at a number that's fewer
kellogg 's main problem is life style ; main	life style is kellogg's problem that's main
amerada hess corp. and occidental petroleum corp. reported higher earnings ; higher	amerada hess corp and occidental petroleum corp reported earnings that were higher
the states have their own ideas about regulation and certification ; own	the ideas that the states have about regulation and certification are their own
federal prosecutors are concluding fewer criminal cases with trials ; criminal	federal prosecutors are using trials to conclude fewer cases which are criminal
fuel costs were up 10 % in the third quarter ; third	fuel costs were up 10 % in the quarter that is third
the notice also grants relief for certain estate-tax returns ; certain	the notice also grants relief for estate tax returns that are certain
the bakersfield supermarket went out of business last may ; last	the bakersfield supermarket went out of business not this may but the last
he also leads an opulent life style ; opulent	the lifestyle he leads is opulent
the notice also grants relief for certain estate-tax returns ; estate-tax	the notice also grants relief for certain returns that are estate-tax
it 's too disruptive he says ; disruptive	he says it's too disruptive
the offer is based on several conditions including obtaining financing ; several	the offer is based on conditions including obtaining financing among several
third-quarter revenue was flat at 1.02 billion ; flat	third-quarter revenue at 1.02 billion was flat
but some analysts wonder how strong the recovery will be ; strong	but some analysts wonder to what extent the recovery will be strong
among the most upbeat was bt brokerage asia ltd ; most	bt brokerage asia ltd was upbeat the most
the second portion will be completed the following year ; second	the portion that will be completed the following year will be the second
the second portion will be completed the following year ; following	the second portion will be completed in the year following
its many lively stories include the gutfreund-postel holiday cheer imbroglio ; many	the number of lively stories including the gutfreund-postel holiday cheer imbroglio are many.
are you stupid he snaps ; stupid	he snaps are you stupid
another challenges merrill lynch 's bond recommendation last year ; last	another challenges merrill lynch 's bond recommendation the year last
its many lively stories include the gutfreund-postel holiday cheer imbroglio ; lively	the gutfreund-postel holiday cheer imbroglio is included in its many stories which are lively
a man said he saw the upper rim undulate ; upper	a man said the rim he saw undulate was the upper
the issue includes 100 million of insured senior lien bonds ; insured	the issue includes 100 million senior lien bonds that are insured
here are four key steps ; key	here are four steps that are key
international soft-drink volume was up about 6 % ; international	up about 6% was the soft-drink volume that was international
but even mr. boren defends congressional oversight ; congressional	but even mr. boren defends oversight that is congressional
the issue includes 100 million of insured senior lien bonds ; senior	the 100 million lien bonds that the issue includes are senior
penalty overhaul is still likely congressional sources say ; likely	congressional sources say penalty overhaul is still likely
that task is one of washington 's perennial problems ; perennial	that task is one of washington's problems that is perennial
none of these chief executives were available for comment ; available	none of these chief executives comments were available
here they are searching for a higher price ; higher	here they are searching for a price that is higher
i ask this not necessarily as a native ohioan ; native	i ask this not necessarily as an ohioan native
the cia told him it does not do domestic counterespionage ; domestic	the cia told him it does not do counterespionage that's domestic
but some players were quick to seize the moment ; quick	but some players seized the moment quickly
penalty overhaul is still likely congressional sources say ; congressional	penalty overhaul is still likely say sources that are congressional
a spokesman cited a technical error and declined to elaborate ; technical	a spokesman declined to elaborated on an error they cited as being technical
more-detailed reports followed and attracted even less notice ; more-detailed	the reports that attracted even less notice were more-detailed
mr. jordan of gm meanwhile still criticizes japanese styling ; japanese	mr jordan of gm meanwhile still criticizes styling that is japanese
but the problem clearly is widespread and persistent ; widespread	but the persistent problem is clearly widespread
the result is a new and huge appetite for programming ; new	the resulting appetite for programming is huge and new
the result is a new and huge appetite for programming ; huge	the resulting appetite for programming is new and huge
that wo n't be an easy task ; easy	that will not be a task that is easy
more-detailed reports followed and attracted even less notice ; less	more-detailed reports followed and attracted notice even less
there is a small renoir on the wall ; small	the renoir on the wall is small
buy stocks on weakness for their long-term fundamentals he says ; long-term	he says to buy stocks on weakness for their fundamentals that are long term
the second is they do n't have enough discipline ; enough	the second is that they don't discipline enough
coors with its large beer-distribution network could penetrate more markets ; large	coors could penetrate more markets because its beer-distribution network was large.
fundamental factors are at work as well ; fundamental	as well at work are factors that are fundamental
japanese department stores are also wary of attracting negative publicity ; japanese	also wary of attracting negative publicity are department stores which are japanese
japanese department stores are also wary of attracting negative publicity ; wary	attracting negative publicity causes japanese department stores to be wary
most bills are drafted by bureaucrats not politicians ; most	bills drafted by bureaucrats instead of politicians are most
coors with its large beer-distribution network could penetrate more markets ; more	with its large beer-distribution network coors could penetrate markets more
japanese department stores are also wary of attracting negative publicity ; negative	japanese department stores are also wary of attracting publicity that is negative
it 's contrary to common sense she added ; contrary	she added that to common sense it is contrary
the machine began shipping at the end of last year ; last	the machine began shipping at the end of the year last
both moves are effective today ; effective	today both moves are effective
it 's contrary to common sense she added ; common	she said it is contrary to sense that is common
though tiny that 's a reduction in its share ; tiny	a reduction in its share is tiny
but stunning volatility was produced in the process ; stunning	but the volatility produced in the process was stunning
petrolane is the second-largest propane distributor in the u.s. ; second-largest	among propane distributors in the u.s. petrolane is the second-largest
even so his bill is given little chance of passage ; little	even so the chance of his bill passing is little
new york stock exchange volume was a heavy 224,070,000 shares ; heavy	the new york stock exchange volume of 224070000 shares was heavy
apparently they are learning to say no to excess risk ; excess	apparently they are learning to say no to risk in excess
and the risks are n't appropriate for us he says ; appropriate	he says that for us the risks are not appropriate
by lunchtime the selling was at near-panic fever ; near-panic	by lunchtime the selling was at a fever that was near-panic
the treasury 's benchmark 30-year rose fractionally ; 30-year	rising fractionally was the treasury 's benchmark 30-year
more venturesome businesses are applying their skills in commercial fields ; venturesome	more businesses that are applying their skills in commercial fields are venturesome
mortgage securities ended little changed after light dealings ; changed	mortgage securities that ended after light dealings were little unchanged
said the spokeswoman the whole structure has changed ; whole	the spokeswoman said the structure has changed as a whole
more venturesome businesses are applying their skills in commercial fields ; commercial	more venturesome businesses are applying their skills in fields that are commercial
opinion is mixed over its three-month prospects ; mixed	opinion over its three-month prospects is mixed
mortgage securities ended little changed after light dealings ; light	mortgage securities ended little changed after dealings had been light
one big technology issue novell rode the roller coaster ; big	the roller coaster novell rode the technology issue on was big
opinion is mixed over its three-month prospects ; three-month	opinion is mixed over its prospects that are three-month
litigation consulting is n't a guarantee of a favorable outcome ; favorable	litigation consulting is not a guarantee of an outcome that is favorable
the media she says have distorted his personal life ; personal	the media she says have distorted the part of his life that's personal
sales were flat at 7.88 billion ; flat	sales at 7.88 billion were flat
are corporate profits distributed fairly ; corporate	is their fair distribution of profits that are corporate
but investors looking for alternatives are n't finding it easy ; easy	finding the alternatives isn't very easy for investors
but pfizer inc. based in new york reported flat earnings ; flat	but pfizer inc based in new york reported earnings that were flat
analysts expect further jitters this week ; further	this week analysts expect jitters further
some other fare promotions have backfired ; other	some fare promotions that backfired are other
other furriers have also benefited from leathers ; other	those furriers that have also benefited from leathers were others
siemens is west germany 's largest electronics group ; largest	siemens is an electronics group in west germany that is its largest
meanwhile the treasury sold 9.75 billion of 52-week bills yesterday ; 52-week	meanwhile the treasury yesterday sold 9.75 billion bills which were 52-week
1 make sure you have a strong personnel department ; sure	1 you need a strong personnel department for sure
so it 's a very mixed bag ; mixed	so it's a bag that's very mixed
he adds i think it was a fairly decent call ; decent	he adds i think it was a call that was fairly decent
mr. gale is an assistant professor of economics at ucla ; assistant	mr gale is a professor of economics at ucla but only as an assistant
1 make sure you have a strong personnel department ; strong	1 make sure you have a personnel department that's strong
the move is likely to anger traders ; likely	traders becoming angry over this move is likely
but they have n't yet drawn the operational policy conclusions ; operational	but they haven't yet drawn the policy conclusions that are operational
it is a bureaucratic country ; bureaucratic	it is a country that is bureaucratic
after that the federal share diminishes ; federal	the shares that diminish after that are federal
genetic defect spotted in 3-day-old embryo ; genetic	the defect spotted in 3-day-old embryo was genetic
it 's a horrible machine actually ; horrible	it is actually a machine that is horrible
per-share net rose to 47.46 yen from 39.31 yen ; per-share	it rose to 47.46 yen from 39.31 yen net per-share
the cats are fine although nervous ; fine	although nervous the cats are fine
genetic defect spotted in 3-day-old embryo ; 3-day-old	genetic defect spotted in embryo that is 3 days old
some high-priced issues made a comeback friday ; high-priced	some issues made a comeback friday that are high-priced
in last week 's house vote 41 republicans defected ; last	41 republicans defected in the house vote not this week but last
your paper needs a serious reality check ; serious	your paper needs a reality check that is serious
the devices ' most remarkable possibilities though involve the brain ; remarkable	the brain is what makes the devices ' possibilities which are most remarkable
they stopped short of resuming diplomatic ties severed in 1979 ; diplomatic	the severed ties they stopped short of resuming in 1979 were diplomatic
long-term treasury bonds ended slightly higher ; long-term	treasury bonds that ended slightly higher are long term
they were absolutely killed slaughtered said one chicago-based options trader ; chicago-based	they were absolutely killed slaughtered said one options trader who was chicago-based
his success is easy to understand ; easy	understanding his success is easy
the bill is expected to pass in congress next month ; next	the bill is expected to pass in congress in the month coming next
the company plans to be fully operational today ; operational	today the company plans to be fully operational
but it 's an enormous business opportunity ; enormous	but it's a business opportunity that's enormous
where 's the guy who can say enough is enough ; enough	where's the guy who can say what's enough is enough
accepted bids were all at 7.962 % ; accepted	7.692% was the number of all the bids which were accepted
it implies very dramatic growth he said ; dramatic	he said it implies growth that's very dramatic
the comic strip has a magical everlasting quality about it ; comic	the strip that has a magical everlasting quality about it is comic
cnbc is available to 13 million cable households ; available	13 million cable households have cnbc available
the real tragedies occurred elsewhere as we soon found out ; real	we soon found out the tragedies that occurred elsewhere were real
otherwise actual profit is compared with the 300-day estimate ; actual	otherwise profit compared to the 300 day estimate is actual
the comic strip has a magical everlasting quality about it ; magical	the comic strip has an everlasting quality about it that is magical
mr. kageyama is accurate to deny a specific anti-american bias ; accurate	to deny a specific anti-american bias mr. kageyama was accurate
the comic strip has a magical everlasting quality about it ; everlasting	the comic strip has a magical quality about it that is everlasting
stocks of california-based thrifts also were hard hit ; california-based	thrifts of stocks that were also hard hit were california based
mr. kageyama is accurate to deny a specific anti-american bias ; specific	mr kageyama is accurate to deny an anti-american bias that is specific
mr. bates usually handles day-to-day ual trading on his own ; day-to-day	mr bates usually handles ual trading on his own from day-to-day
it 's worse than i thought she said ; worse	she said compared to what i thought it's worse
india 's gandhi called for parliamentary elections next month ; parliamentary	the elections called for by gandhi next month are parliamentary
there are few factories and no mines ; few	there are no mines and the factories are few
mr. kageyama is accurate to deny a specific anti-american bias ; anti-american	mr. kageyama is accurate to deny that a specific bias is anti-american
the advance felt more like a technical bounce he said ; technical	he said the advance felt more like a bounce that is technical
a reflects 2-for-1 stock split effective dec. 30 1988 ; 2-for-1	a reflects a stock split effective dec. 30 1988 that's 2-for-1
over the next few years i would advise caution ; next	i would advise caution over the few years coming next
a reflects 2-for-1 stock split effective dec. 30 1988 ; effective	dec 30 1888 was when a reflects 2 for 1 split was effective
over the next few years i would advise caution ; few	i would advise caution over the years at least the next few
and of course there 's the unsteady labor situation ; unsteady	and of course there is the labor situation that is unsteady
but the issue is stickier than it seems ; stickier	but it seems that the issue is stickier
basically mr. chestman was a fourth-level tippee ; fourth-level	basically mr. chestman was a tippee of the fourth-level
the good news is it 's not your fault ; good	the news that it is not your fault is good
short-term rates were unchanged to slightly lower ; short-term	the rates which were unchanged to slightly lower were short-term
civil disobedience violent or non-violent is intentional law breaking ; civil	of disobedience that is violent or non-violent intentional law breaking is civil
short-term rates were unchanged to slightly lower ; unchanged	short-term rates were slightly lower to unchanged
bankamerica 's total loans rose 8 % to 71.36 billion ; total	bankamerica saw a rise of 8% to 71.36 billion in their loan total
and the egg producers have done a pretty good job ; good	and the egg producers have done a job that's pretty good
civil disobedience violent or non-violent is intentional law breaking ; violent	civil disobedience that is intentional law breaking is violent or non violent
one team pays so much and the other pays more ; much	the other team pays more and one team pays so much
other money managers also opened their wallets ; other	money managers that also opened their wallets were others
civil disobedience violent or non-violent is intentional law breaking ; non-violent	civil disobedience is intentional law breaking whether it's violent or non-violent
one team pays so much and the other pays more ; other	one team pays so much and the one that pays more is the other
britain 's unsettled political scene also worries some investors ; unsettled	some investors are worried about britain's political scene which is unsettled
civil disobedience violent or non-violent is intentional law breaking ; intentional	civil disobedience law breaking either violent or non-violent is intentional
its high for the past year was 16.375 a share ; past	its high was 16.375 a share for this year past
britain 's unsettled political scene also worries some investors ; political	the unsettled scene which worries some of britains investors is political
a private farmer never wastes anything ; private	a farmer that never wastes anything is private
that is the key to the current national disease ; current	that is the key to the national disease that is current
the rest were withdrawn for lack of acceptable bids ; acceptable	the rest were withdrawn for lack of bids that were acceptable
champ chandler 's last pitch apparently was a screwball ; last	champ chandler 's apparent screwball pitch was his last
japanese government bonds showed little change ; japanese	the government bonds that showed little change were japanese
that is the key to the current national disease ; national	that is the key to the current disease which is national
the entire division employs about 850 workers ; entire	the division that employs about 850 workers is entire
japanese government bonds showed little change ; little	japanese government bonds showed change which was little
eavesdropping by individuals is harder to measure ; harder	measuring eavesdropping by individuals is harder
these claims would be repayable over a 10-year period ; repayable	over a 10-year period these claims would be repayable
interest payments on the bonds will be payable semiannually ; payable	interest payments on the bonds will be semiannually payable
it 's just a strange feeling ; strange	it 's just a feeling that's strange
of course mr. mason did not use neutral language ; neutral	of course the language mr. mason used was not neutral
new trade accords were signed ; new	the trade accords that were signed are new
these claims would be repayable over a 10-year period ; 10-year	the period over which these claims would be repayable is 10-year
but do n't do anything rash ; rash	what you do shouldn't be rash
just say the offices are tastefully appointed he says ; appointed	he says to just say the offices are tastefully appointed
i 'm ashamed i own the stupid thing ; ashamed	owning the stupid thing makes me ashamed
affiliated publications inc. reversed a year-earlier third quarter net loss ; year-earlier	affiliated publications inc. reversed a third quarter net loss from a year-earlier
margin debt was at a record high ; record	the margin debt was so high it set a record
i 'm ashamed i own the stupid thing ; stupid	i am ashamed i own a thing that is stupid
for cathay pacific airways the smooth ride may be ending ; smooth	for cathay pacific airways what may be ending is their ride which has been smooth
gaf faces potential fines of 500,000 for each count ; potential	for each count fines of 500,000 assessed to gaf have potential
affiliated publications inc. reversed a year-earlier third quarter net loss ; third	affiliated publications inc. reversed a year-earlier net loss for the quarter third
analysts predict little or no near-term growth ; little	analysts predict near term growth that is none or little
and short-term the technicians may have their way ; short-term	and the technicians may have their way in the short-term
affiliated publications inc. reversed a year-earlier third quarter net loss ; net	the year-earlier third quarter loss that affiliated publications inc. reversed was net
but junk bonds took more hits ; more	but junk bonds took hits more
analysts predict little or no near-term growth ; near-term	analysts predict little or no growth in the near-term
it is known in the pentagon as the negative wedge ; negative	in the pentagon the wedge is known as negative
occasionally gross chromosome damage was visible ; gross	occasionally visible was chromosome damage which was gross
they 're really fashion items wrapped up in little jars ; little	they're really fashion items wrapped up in jars that are little
many economists expect the weakness to continue ; many	the number of economists that expect the weakness to continue are many.
disclosures are very poor in india ; poor	disclosures in india are very poor
south african gold stocks ended marginally firmer ; south	the african gold stocks that ended marginally firmer were south
complete details were n't immediately available ; complete	the details that were immediately available were not complete
shortage and crisis became buzz words although neither really applied ; buzz	although neither really applied shortage and crisis became words with buzz
south african gold stocks ended marginally firmer ; african	the gold stocks that ended marginally firmer were south african
similar proposals were defeated in at least 15 other states ; similar	proposals that were defeated in at least 15 other states were similar
needless to say he was talking about rico ; needless	to say he was talking about nico is needless
similar proposals were defeated in at least 15 other states ; least	similar proposals were defeated in 15 other states at least
lack of important needed information can cause fear ; important	the lack of needed information that can cause fear is important
they currently have large orders for cargo planes ; large	they currently have orders for cargo planes that are large
it 's a real face-to-face arm wrestling challenge to congress ; real	the face to face arm wrestling challenge to congress is real
that may be the last thing she needs ; last	that may be the thing she needs last
daiwa is one of the world 's largest securities firms ; largest	among the world's securities firms daiwa is one of the largest
it 's a real face-to-face arm wrestling challenge to congress ; face-to-face	the real arm wrestling challenge to congress is face to face
dr. lourie says the justice department interviewed him last july ; last	dr. lourie says the justice department interviewed him the july last
repeat customers also can purchase luxury items at reduced prices ; reduced	repeat customers also can purchase luxury items at prices that are reduced.
a 60-day to 65-day supply is considered normal ; 60-day	what's considered normal is a supply that's 65 to 60-day
cathay is taking several steps to bolster business ; several	the steps cathay is taking to bolster business are several
a 60-day to 65-day supply is considered normal ; 65-day	a supply is considered normal if it is 60-day to 65-day
yet his political setbacks mounted ; political	yet his setbacks that mounted were political
traders said most municipal bonds ended 1\/2 point higher ; most	traders said the quantity of municipal bonds which ended 1\/2 point higher was most
northern california braced for earthquake-related traffic jams ; earthquake-related	northern california braced for traffic jams that were earthquake-related
the companion tax-exempt funds add 71 billion ; tax-exempt	the companion funds that add 71 billion are tax-exempt
traders said most municipal bonds ended 1\/2 point higher ; municipal	municipal bonds ended 1\/2 point higher according to traders
sometimes they are constructive but often not ; constructive	sometimes but not often they are constructive
at applied mr. sim set growth as his first objective ; first	at applied mr. sim set growth as his objective that he puts first
the investors range from elderly widows to affluent professionals ; elderly	the investors range from affluent professionals to widows who are elderly
the modest sell-off which started on tuesday continued ; modest	the sell-off which started on tuesday and now continued was modest
noriega managed the whole thing ; whole	noriega managed the thing as a whole
the investors range from elderly widows to affluent professionals ; affluent	the investors range from elderly widows to professionals who are affluent
wisconsin toy has 71 retail stores primarily in discount settings ; retail	wisconsin toy has 71 stores primarily in discount settings which are retail
it 's bad soil he says ; bad	he says the soil is bad
he expects citicorp to take a similar step this year ; similar	the step he expects citicorp to take this year will be similar
this misguided policy could not prevent a british trade deficit ; misguided	the policy that could not prevent a british trade deficit was misguided
the outlook for corporate earnings is fairly bleak ; corporate	the outlook is fairly bleak for earnings defined as corporate
ortega cited renewed attacks by the u.s.backed rebels ; u.s.backed	ortega cited renewed attacks by rebels that were u.s.backed
this misguided policy could not prevent a british trade deficit ; british	this misguided policy could not prevent a trade deficit for the british
people have a different reputation country by country ; different	the reputations that people have from country to country are different
chiron another pharmaceutical concern is based in emeryville calif ; pharmaceutical	based in emeryville calif chiron is another concern that's pharmaceutical
artists and draftsmen need harder leads ; harder	artists and draftsmen need leads that are harder
many law school grads find classes never end ; many	the number of law school grads that find that classes never end are many
i refer essentially to petroleum electric power banking and newsprint ; electric	i refer essentially to petroleum banking newsprint and power that's electric
the market has been overly harsh to them ; harsh	to them the market has been overly harsh
we are almost left out of campus social activities ; social	we are almost left out of campus activities that are social
several projects he said are still on the drawing board ; several	projects still on the drawing board are several
