shares of three brokerage firms rose after they reported earnings ; reported	after their reporting of earnings shares of three brokerage firms rose
the venture cost quebecor 12 million mr. peladeau says ; says	the saying that the venture will cost quebecor 12 million came from mr peladeau
harsco declined to say what country placed the order ; placed	the placing of the order by harsco declined to mention what country it was in
i see it as a sewage treatment plant he says ; see	seeing it as a sewage treatment plant is what he says he does
even so few had ever dealt with an earthquake ; dealt	the dealing of an earthquake had been experienced by so few
the consequences of building empires with sand are showing up ; showing	the showing up of the consequences is due to building empires with sand
i consider this a second career he said ; consider	the considering this a second career was said by him
most other states have enacted similar bans ; enacted	enacting similar bans was done by most other states
the numbers were adjusted for usual seasonal fluctuations ; adjusted	the adjusting of numbers was done for usual seasonal fluctuations
he is negotiating a rich book contract to boot ; negotiating	the negotiating of a rich book contract is being done by him
and much home-equity credit is used conservatively ; used	the using of a lot of home equity is done conservatively
i do n't think we do now he says ; think	the thinking that we do not now was said by him
people wonder what 's going to happen next ; wonder	the wondering of what is going to happen next occurs by people
the woman won the bet ; won	the winning of the bet was done by the woman
they stopped short of resuming diplomatic ties severed in 1979 ; stopped	the stopping short of resuming diplomatic ties was severed in 1979
its plan is set up as an independent agency ; set	the setting up of the plan is done as an independent agency
who is going to carry the water ; carry	carrying the water is going to be done by whom
should the rest of the series be played at all ; played	the playing of the rest of the series is in question
they stopped short of resuming diplomatic ties severed in 1979 ; resuming	the resuming of diplomatic tied severed in 1979 was stopped short by them
the june killings magnified the problems ; magnified	the magnifying of the problems occurred because of the june killings
and ibm said it expects the costs to continue climbing ; said	and saying it expects the costs to continue climbing was ibm
they stopped short of resuming diplomatic ties severed in 1979 ; severed	the severing of diplomatic ties in 1979 had been stopped short of resuming
warnaco also owns warners another major intimate apparel maker ; owns	also owning warners another major intimate apparel maker is warnaco
and ibm said it expects the costs to continue climbing ; expects	and the expectation of costs to continue climbing was said by ibm
but he warned the currency will remain at risk ; warned	the warning by him was that the currency will remain at risk
municipals ended mixed while mortgage-backed and investment-grade corporate bonds rose ; ended	ending mixed were municipals while mortgage backed and investment grade corporate bonds rose
his success is easy to understand ; understand	the understanding of his success is easy
municipals ended mixed while mortgage-backed and investment-grade corporate bonds rose ; rose	the rise of mortgage backed and investment grade corporate bonds happened while municipals ended mixed
and ibm said it expects the costs to continue climbing ; continue	the continuing of climbing costs are expected by ibm
and ibm said it expects the costs to continue climbing ; climbing	climbing is what ibm said it expects the costs to continue doing
hotel-casino operators play down the possibility of a labor shortage ; play	the playing down of the possibility of a labor shortage comes from hotel casino operators
toyota motor fell 40 to 2,680 ; fell	the falling of toyota motor was 40 to 2680
if this were 1949 mr. boren might even succeed ; succeed	there might even be success for mr. boren if this were 1949
estimated and actual results involving losses are omitted ; omitted	omitted are estimated and actual results involving losses
we have no further developments to report he said ; report	reporting that we have no further developments is what he said
we have no further developments to report he said ; said	the saying of there being no further developments for them came from him
the yield rose to 5.38 % ; rose	the rising of 5.38 percent was to the yield
but it does n't always work so smoothly ; work	the working does not always happen so smoothly
but these wide swings scare them to death ; scare	the scaring of them to death was because of the wide swings
the state of new hampshire has favored that plan ; favored	favoring that plan was the state of new hampshire
we do n't need cartoons anymore ; need	a need for cartoons isn't something we have anymore
it 's worse than i thought she said ; thought	the thinking that it is worse comes from her
bloomingdale 's does an estimated 1.2 billion in annual sales ; estimated	the estimating of 1.2 billion in annual sales is for bloomingdales
joann s. lublin in london contributed to this article ; contributed	the contributing of this article comes from joann s lublin
it 's worse than i thought she said ; said	saying it is worse than i thought is what she did
when it comes to money once bitten 2,000 times shy ; bitten	the biting of 2000 times shy comes from money
the advance felt more like a technical bounce he said ; felt	the feeling of the advance was more like a technical bounce he said
how do readers feel about the magazine ; feel	the feeling of the magazine by readers has been questioned
foreign traders say the company is strapped for cash ; say	saying the company is strapped for cash are foreign traders
then he jumped into the market ; jumped	the jumping into the market was by him
the future of the forest remains uncertain ; remains	the remaining forest has an uncertain future
the advance felt more like a technical bounce he said ; said	saying that the advance felt more like a technical bounce was he
sounds great or does it ; sounds	the sounds were great
the shuttle is slated to return monday to california ; slated	slated to return monday to california is the shuttle
all you get is risk ; get	the getting is nothing but risk
second-tier companies are receiving even less per ton ; receiving	the receiving by second tier companies are even less per ton
the shuttle is slated to return monday to california ; return	the return of the shuttle is slated on monday in california
rounding-off keeps them at 1 ; keeps	the keeping them at 1 is by rounding off
you 'll see fewer gimmicks ; see	the sight of fewer gimmicks is what you'll have
revenue jumped 22 % to 7.89 billion from 6.46 billion ; jumped	the jump in revenue was 22% from 6.46 billion to 7.89 billion
both issues are dated oct. 31 ; dated	dating oct. 31 are both issues
about 518 million of debt is affected ; affected	the affect is to about 518 million of debt
mr. tait say he does n't blame lilly ; say	the saying that he does not blame lilly comes from mr tait
the dollar finished mixed while gold declined ; finished	the finishing of the dollar was mixed while gold declined
sales rose 2.9 % to 329.2 million from 320 million ; rose	rising 2.9 % to 329.2 million from 320 million were sales
the journal also will offer expanded volume and frequency discounts ; offer	the offering by the journal will include expanded volume and frequency discounts
mr. tait say he does n't blame lilly ; blame	the blaming will not include lilly says mr tait
the journal also will offer expanded volume and frequency discounts ; expanded	the expanding of volume and frequency discounts comes from the journal
the dollar finished mixed while gold declined ; declined	the decline of gold happened while the dollar finished mixed
these guys prey on human frailties ; prey	preying on human frailties are these guys
mrs. marcos 's trial is expected to begin in march ; expected	the expectation is for mrs. marcos's trial to begin in march
trustee who monitored settlement payments to dalkon shield claimants quits ; monitored	the monitoring of the settlement payments to dalkon shield claimants was done by a trustee who quit
mrs. marcos 's trial is expected to begin in march ; begin	the beginning of mrs. marcos 's trial is expected to be in march
they want a 24-hour library ; want	wanting a 24 hour library are they
trustee who monitored settlement payments to dalkon shield claimants quits ; quits	quitting is the trustee who monitored settlement payments to dalkon shield claimants
people in glass houses tend to look stoned ; tend	the tending to look stoned happens to people in glass houses
phillips and arco posted declines ; posted	the posting of the declines was done by phillips and arco
people in glass houses tend to look stoned ; look	the looking of people who appear stoned are in glass houses
and he added that manufactured goods exports are still rising ; added	the addition he made was that manufactured goods exports are still rising
but the issue is stickier than it seems ; seems	the seeming is that the issue is stickier
people in glass houses tend to look stoned ; stoned	the stoning look of people tend to happen to those who live in glass houses
and he added that manufactured goods exports are still rising ; rising	the rising of the manufactured goods exports was something that he added
the recent sharp stock market decline exacerbated those concerns ; exacerbated	the exacerbating concerns were caused by the recent sharp stock market decline
apparently the commission did not really believe in this ideal ; believe	the believing in this ideal was not done by the commission
the transaction also would combine fresenius usa and delmed ; combine	combining fresenius usa and delmed is what the transaction would also do
they got a transaction that 's good for both companies ; got	in getting a transaction for the companies both got one that is good
expect brushbacks but no beanballs says mr. mcenaney ; expect	the expectation is brushbacks but no beanballs says mr. mcenaney
a beatrice spokesman did n't return calls seeking comment ; return	the return of calls seeking comments was not made by a beatrice spokesman
expect brushbacks but no beanballs says mr. mcenaney ; says	saying to expect brushbacks but no beanballs is mr mcenaney
a private farmer never wastes anything ; wastes	the wasting of anything is never done by a private farmer
this leads to a very special sense of urgency ; leads	the leading of a sense of urgency was very special
the 30-share index settled 42.0 points lower at 1678.5 ; settled	the settling of the 30 share index was 42.0 points lower at 1678.5
he added we learned a lesson in 1987 about volatility ; added	adding that we learned a lesson in 1987 about volatility is what he did
prices of high-yield high-risk corporate securities ended unchanged ; ended	the end left high-yield high-risk corporate securities prices unchanged
minicar output more than tripled ; tripled	more than tripling was minicar output
he added we learned a lesson in 1987 about volatility ; learned	learning a lesson in 1987 about volatility was what we did he added
peter gumbel in moscow contributed to this article ; contributed	the contributing to this article was by peter gumbel in moscow
those concerns are n't expressed in public ; expressed	public expression of those concerns is not done.
mission resource partners lost 5 1\/4 to 14 1\/8 ; lost	the loss of 5 1\/4 to 14 1\/8 was suffered by mission resource partners
revenue rose 15 % to 534.3 million from 464.7 million ; rose	rising 15 % to 534.3 million from 464.7 million was revenue
in five minutes the dow industrials climbed almost 30 points ; climbed	the climbing of the dow industrials almost 30 points happened in 5 minutes
he has mastered the art of survival ; mastered	the mastering of the art of survival is something he has done
the paris bank does n't publish that figure ; publish	publication of that figure is something the paris bank does not do
cable & wireless plc of britain won the other license ; won	winning the other license was cable & wireless plc of britain
the entire division employs about 850 workers ; employs	the employing of about 850 workers is done by the entire division
the stock fell 75 cents ; fell	the falling of the stock was by 75 cents
the moisturizer introduced in 1962 had a dowdy image ; introduced	the introducing of the moisturizer had a dowdy image in 1962
we were reassured they would stand behind the company ; reassured	reassurance that they would stand behind the company is what we were given
we were reassured they would stand behind the company ; stand	a stand behind the company is something we were reassured they would do
the work force provides the third arm of the alliance ; provides	providing the third arm of the alliance is the work force
nbc 's winning streak has been canceled ; winning	the winning of the streak by nbc has been canceled
affiliated publications inc. reversed a year-earlier third quarter net loss ; reversed	the reversing of a year earlier third quarter net loss came from affiliated publications inc
nbc 's winning streak has been canceled ; canceled	the cancellation was of nbc 's winning streak
and some fund groups said investors actually became net buyers ; said	the saying that some fund groups actually became net buyers came from investors
the transaction is expected to close around year end ; expected	expecting to close around year end is the transaction
and some fund groups said investors actually became net buyers ; became	and becoming net buyers is what some fund groups said investors were actually doing
corporate profits may also dip initially ; dip	the dipping of corporate profits may also happen initially
the transaction is expected to close around year end ; close	closing around year end is what the transaction is expected to do
why did east bloc participants unanimously endorse market-based pollution approaches ; endorse	the unanimous endorsing of the market based pollution approaches by the east bloc participants was questioned
it could do damage to us ; do	the doing of damage could happen to us
the suit seeks in excess of 350,000 in damages ; seeks	seeking in excess of 350000 in damages is the suit
but out on cobb parkway ted negas sees it differently ; sees	seeing it differently is what ted negas is doing out on cobb parkway
revenue rose 23 % to 100 million from 81.6 million ; rose	the rising of the revenue went from 23 % to 100 million from 81.6 million
amerada hess corp. and occidental petroleum corp. reported higher earnings ; reported	the reporting of higher earnings comes from amerada hess corp and occidental petroleum corp
manufacturers have survived the turmoil in china largely unscathed ; survived	the surviving of the turmoil in china was done by the manufacturers largely unscathed
now the personal-computer revolution is finally reaching japan ; reaching	reaching japan now finally is the personal-computer revolution
it does prolong the pain somewhat ; prolong	the prolonging of pain occurs somewhat by it
the notice also grants relief for certain estate-tax returns ; grants	the granting also of relief for certain estate-tax returns is done by the notice
they are starting to buy growth stocks ; buy	buying growth stocks is what they are starting to do
they 're really fashion items wrapped up in little jars ; wrapped	the wrapping up of fashion items in little jars is what they really are
east germans rallied in three cities to demand democratic freedoms ; rallied	the rally of the east germans was in three cities to demand democratic freedoms
or land in russia so often ; land	the landing happens in russia so often
i care very much for this post he says ; care	the caring of this post is something he does very much he says
east germans rallied in three cities to demand democratic freedoms ; demand	the demanding of democratic freedoms was rallied by east germans in three cities
the cbs official said that price sounded fine ; said	saying that price sounded fine was the cbs official
andy zipser in dallas contributed to this article ; contributed	contributing to this article was andy zipser in dallas
but not everybody was making money ; making	the making of money was not done by everybody
the cbs official said that price sounded fine ; sounded	sounding fine is what the cbs official said of that price
but burger king operators independently confirm using michael 's product ; confirm	the confirmation about using michael's product however is made independently by burger king operators
needless to say he was talking about rico ; say	the saying that he was talking about rico is needless
its many lively stories include the gutfreund-postel holiday cheer imbroglio ; include	including the gutfreund postel holiday cheer imbroglio are its many lovely stories
but burger king operators independently confirm using michael 's product ; using	the using of michael's product is independently confirmed by burger king operators
needless to say he was talking about rico ; talking	talking about rico is what he was doing needless to say
no mr. lantos 's complaints simply wo n't wash ; wash	the washing of mr lantos complaints will not happen
here they are searching for a higher price ; searching	the searching for a higher price is something they are currently doing
mr. drabinsky could n't be reached for comment ; reached	the reaching for comment by mr drabinsky didn't occur
revenue dropped 5.4 % to 3.48 billion from 3.68 billion ; dropped	the drop in revenue was 5.4% from 3.68 billion to 3.48 billion
expansion plans also include acquisitions in growing foreign markets ; include	the including of acquisitions in growing foreign markets was also part of expansion plans
we wo n't comment on them ; comment	the commenting on them won't come from us
we 're not rushing into anything ; rushing	the rushing into anything was not done by us
to ask those questions is to answer them ; ask	the asking of those questions is to answer them
expansion plans also include acquisitions in growing foreign markets ; growing	growing foreign market acquisitions are included in expansion plans.
to ask those questions is to answer them ; answer	the answering of those questions happens after they are asked
poachers would control the underground trade ; control	controlling the underground trade is what poachers would do
asilone an antacid was sold to boots plc london ; sold	the selling of the antacid asilone was to boots plc london
sales rose 14 % to 715 million from 625.4 million ; rose	the rise of 14% from 625.4 million to 715 million was in sales
broader averages also posted modest gains ; posted	the posting of modest gains is from broader averages
a panic on wall street does n't exactly inspire confidence ; inspire	the inspiring of confidence is not exactly what a panic on wall street does
everyone around me lives well ; lives	the living of everyone around me is done well
but readers may well feel the pangs of recognition ; feel	the feeling of pangs of rejection could come for readers
but some players were quick to seize the moment ; seize	the seizing of the moment was done by quick players
repeat customers also can purchase luxury items at reduced prices ; purchase	the purchasing of luxury items at reduced prices can be done by repeat customers
the polish rat will eat well this winter ; eat	the eating by the polish rat this summer will be done well
the yield on the issue slipped to 7.92 % ; slipped	slipping to 7.92 % was the yield on the issue
more-detailed reports followed and attracted even less notice ; followed	the following of more detailed reports attracted even less notice
all this is causing convulsions in professional football ; causing	the causing of convulsions is in professional football
but it 'll sure make you poorer ; make	the making of you poorer will be done by it
its contract expires dec. 1 ; expires	the expiration of its contract is dec. 1
more-detailed reports followed and attracted even less notice ; attracted	attracting even less notice were more-detailed reports that followed
it did n't provide details of setup costs ; provide	the providing of details did not include setup costs
mr. carpenter denies the speculation ; denies	the denying of the speculation comes from mr carpenter
a rake 's progress means branching out ; means	the meaning of progress is a rakes branching out
a 14 % inflation rate dropped below 5 % ; dropped	the dropping of the inflation rate went from 14% to below 5 %
you just call your broker and say buy or sell ; call	the calling of your broker is if you want to buy or sell
you just call your broker and say buy or sell ; say	the saying of buy or sell occurs when you call your broker
so far this list does n't change our view ; change	the changing of our view isn't affected by this list so far
you just call your broker and say buy or sell ; buy	buying or selling is what you just call your broker and say
overall salomon reported program trading volume of 75.2 million shares ; reported	the report of salomon included a program trading volume of 75.2 million shares
you just call your broker and say buy or sell ; sell	the selling or buying can be done when you call your broker
they ca n't afford to stay out of hdtv ; afford	the affording to stay out of hdtv is something they cannot do
dictation device 's saga plays back a lesson ; plays	the playing back of a lesson was by dictation devices saga
they ca n't afford to stay out of hdtv ; stay	staying out of hdtv is something they can't afford to do.
for the prior year deposits exceeded withdrawals by 8.8 billion ; exceeded	exceeding withdrawals by 8.8 billion for the prior year were deposits
the modest sell-off which started on tuesday continued ; started	the start of the modest sell off on tuesday has continued
coal earnings rose to 26 million from 21 million ; rose	a rise to 26 million from 21 million happened to coal earnings
the modest sell-off which started on tuesday continued ; continued	the continuing of the modest sell off had started on tuesday
hilton rose 2 7\/8 to 100 for example ; rose	the rising example from hilton was 2 7v8 to 100
this misguided policy could not prevent a british trade deficit ; prevent	the preventing of a british trade deficit could not occur due to the misguided policy
most bills are drafted by bureaucrats not politicians ; drafted	the drafting of most bills is done by bureaucrats, not politicians
darman hopes to prod congress to finish a deficit plan ; hopes	hoping to prod congress to finish a deficit plan is darman
chiron another pharmaceutical concern is based in emeryville calif ; based	based in emeryville calif is chiron another pharmaceutical concern
the interviews took place two years ago ; took	the taking place of the interviews was two years ago
many law school grads find classes never end ; find	finding classes never end are many law school grads
it 's contrary to common sense she added ; added	the adding from her is that it was contrary to common sense
darman hopes to prod congress to finish a deficit plan ; prod	the prodding of congress to finish a deficit plan is what darman hopes for
darman hopes to prod congress to finish a deficit plan ; finish	the finishing of a deficit plan darman hopes will be a prod to congress
mr. marinaro could n't immediately be reached for comment ; reached	reaching mr marinaro for comment could not immediately be done
many law school grads find classes never end ; end	ending is what many law school grads find classes never do
time eluded paramount by acquiring warner communications inc ; eluded	the eluding of time by paramount was due to acquiring warner communications inc
the official asked not to be named ; asked	the asking not to be named came from the official
the official asked not to be named ; named	naming of the official was asked not to be done
time eluded paramount by acquiring warner communications inc ; acquiring	the acquiring of warner communications inc by paramount caused them to elude time
in indianapolis lilly declined comment ; declined	the declining of lilly to comment was in indianapolis
for some banks that 10 % ceiling created problems ; created	the creation of problems for some banks was caused by that 10% ceiling
revenue rose 11 % to 8 billion from 7.2 billion ; rose	the rising of revenue was 11 percent from 7.2 billion to 8 billion
even so his bill is given little chance of passage ; given	given little chance of passage is his bill
inco shares fell after the announcements ; fell	falling after the announcements is what inco shares did
others preach the gospel of buying only blue-chip growth stocks ; preach	the preaching by others is the gospel of buying only blue chip growth stocks
it 's very much a growing concern ; growing	there has been a growth in the concern
average shares outstanding dropped to 75.8 million from 82.1 million ; dropped	the dropping of average outstanding shares was from 82.1 million to 75.8 million
said the spokeswoman the whole structure has changed ; said	saying the whole structure has changed was the spokeswoman
others preach the gospel of buying only blue-chip growth stocks ; buying	the buying of only blue chip growth stocks is preached as the gospel by others
said the spokeswoman the whole structure has changed ; changed	the changing of the whole structure happened said the spokeswoman
now comes the pool flap ; comes	the coming now is the pool flap
at first we were unfazed ; unfazed	unfazed is what we were at first
digital is promising a new approach ; promising	promising a new approach is digital
does this signal another black monday is coming ; signal	does the signaling mean that another black monday is coming
lawrence insurance underwrites mostly primary insurance a company spokesman said ; underwrites	underwriting primary insurance is what lawrence insurance mostly does said a company spokesman
does this signal another black monday is coming ; coming	the coming of another black monday could occur based on this signal
lawrence insurance underwrites mostly primary insurance a company spokesman said ; said	saying that lawrence insurance underwrites mostly primary insurance was a company spokesman
mccaw lost 8 % or 3 1\/2 to 40 ; lost	losing 8 percent or 3 1\/2 to 40 was mccaw
are corporate profits distributed fairly ; distributed	the distributing of corporate profits fairly are questioned
nonsense she told an interviewer yesterday on london weekend television ; told	the telling of nonsense in an interview yesterday on london weekend television was from her
the arabs had tried embargos before ; tried	the trying of embargos had been done by the arabs before
olivetti reportedly began shipping these tools in 1984 ; began	the beginning of the shipment of these tools was in 1984 as reported by olivetti
of course many more issues 93 hit new lows ; hit	the hitting of new lows by 93 was caused by many more issues
the value of the acquisition was n't disclosed ; disclosed	the disclosing of the value of the acquisition didn't happen
olivetti reportedly began shipping these tools in 1984 ; shipping	the shipping of these tools by olivetti began in 1984
but what about all those non-duck ducks flapping over washington ; flapping	the flapping of all those non duck ducks over washington is being questioned
i blew it mr. motley says apologetically ; blew	the blowing of it is done by mr. motley apologetically
the company 's president quit suddenly ; quit	the quitting of the company president occurred suddenly
a federal judge turned down the chapter 11 petition ; turned	the turning down of the chapter 11 petition was made by a federal judge
i blew it mr. motley says apologetically ; says	the saying of i blew it was something mr. motley did apologetically
this deal is like a roach motel he said ; said	saying this deal is like a roach motel was he
again no such statement appears on the tapes ; appears	the appearance again of no such statement is on the tapes
poland makes no machinery for a plant on that scale ; makes	making no machinery for a plant on that scale is poland
even drexel is pulling back ; pulling	the pulling back is by drexel
but markets can operate with greater or lesser efficiency ; operate	the operating of the markets can be with greater or less efficiency
that amounts to more than 350 billion a year ; amounts	the amounting to a year was more than 350 billion
you ca n't give it up that easily he says ; give	giving up that easily you cannot do, he says
and he has attached himself to the lincoln story tenaciously ; attached	the attaching of himself to the lincoln story was tenacious
aftershocks rattled northern california amid an earthquake cleanup ; rattled	the rattling of northern california by aftershocks occurred amid an earthquake cleanup
you ca n't give it up that easily he says ; says	saying you can not give it up that easily is he
bonuses would be paid based on playing time and performance ; paid	the payment of bonuses would be based on playing time and performance
but the strategy is n't helping much this time ; helping	the helping from the strategy is not much at this time
the company rejected those past proposals ; rejected	the rejecting of those past proposals comes from the company
murder threat charged in haas securities corp stock-manipulation trial ; charged	there was a charge in the haas securities corp stock-manipulation trial
bonuses would be paid based on playing time and performance ; based	the basis of playing time and performance is how bonuses would be paid
some however lowered yields significantly ; lowered	lowering yields significantly however were some
analysts expect further jitters this week ; expect	the expecting of further jitters is this week according to analysts
appalled mr. green never paid the money he testified ; paid	the paying of money never occurred according to the testimony by an appalled mr green
beyond that money managers and analysts see other problems ; see	seeing other problems beyond that money are managers and analysts
last week many jaguar shareholders took their money and ran ; took	the taking of money and running occurred last week by many jaguar shareholders
appalled mr. green never paid the money he testified ; testified	the testifying by an appalled mr green showed he never paid the money
lack of liquidity can also result from exchange reforms ; result	the result from exchange reforms can also be lack of liquidity
last week many jaguar shareholders took their money and ran ; ran	the running happened last week after many jaguar shareholders took their money
bankamerica 's profit jumped 34 % in the third quarter ; jumped	the jump of bankamerica's profit in the third quarter was 34%
revenue rose to 590.7 million from 575.1 million ; rose	the rising of the revenue went from 575.1 million to 590.7 million
some diaries simply are n't worth snooping in ; snooping	the snooping of some diaries simply is not worth it
it made my shoelaces dance with terror ; dance	the dancing of my shoelaces was caused by terror
commerzbank gained 1 to 252.5 ; gained	gaining 1 to 252.5 was commerzbank
not everything looks grim for quantum ; looks	looking grim for quantum is not everything
his melodious confutatis was smoothly sung by bass brian matthews ; sung	the singing of his melodious confutatis was done smoothly by bass brian matthews
they could still panic and bail out of the market ; panic	the panicking by them could still bail out the market
climate varies drastically due to natural causes said mr. thompson ; varies	varying drastically due to natural causes is climate said mr thompson
they could still panic and bail out of the market ; bail	the bailing out of the market could happen by them because of panic
hostile thus entered the merger-acquisition lexicon ; entered	the entering of the merger acquisition lexicon was by hostile
analysts said they expect mccaw to escalate the bidding again ; expect	the expecting of the bidding to escalate again by mccaw comes from analysts
analysts said they expect mccaw to escalate the bidding again ; escalate	the escalating of the bidding again by mccaw is expected according to analysts
borrowed shares on the amex rose to another record ; rose	rising to another record were borrowed shares on the amex
i do n't know where all the buses are ; know	knowledge of where all the buses are is something i don't have
he adds i think it was a fairly decent call ; adds	the addition that he made was that he thought it was a fairly decent call
when they halt trading all market liquidity is gone ; halt	the halt of trading happens and all market liquidity is gone
he adds i think it was a fairly decent call ; think	he adds my thinking is that it was a fairly decent call
when they halt trading all market liquidity is gone ; gone	gone is all market liquidity when they halt trading
but they have n't yet drawn the operational policy conclusions ; drawn	the drawing of the operational policy conclusions has not yet been done
it will continue to be sold in the european market ; continue	the continuing of the sale will be in the european market
genetic defect spotted in 3-day-old embryo ; spotted	the spotting of a genetic defect was in a 3 day old embryo
and i will never again complain about a rainout ; complain	the complaining about a rainout is something i will never do again
it will continue to be sold in the european market ; sold	the selling of it will continue in the european market
your paper needs a serious reality check ; needs	the need your paper has is for a serious reality check
now the firm says it 's at a turning point ; says	saying it is at a turning point is the firm now
making computers smaller often means sacrificing memory ; making	the making of computers smaller often means sacrificing memory
long-term treasury bonds ended slightly higher ; ended	the end of long-term treasury bonds was slightly higher
he also says he is losing money now ; losing	the losing of money he says is happening now
otherwise actual profit is compared with the 300-day estimate ; compared	the comparison of the 300 day estimate is done against the actual profit
making computers smaller often means sacrificing memory ; sacrificing	the sacrifice of memory happens when making computers smaller
radio programs and books have followed the daily television show ; followed	following the daily television show were radio programs and books
stocks of california-based thrifts also were hard hit ; hit	hit hard also were stocks of california based thrifts
asahi officials could n't be reached for comment ; reached	the reaching for comment could not be had by asahi officials
revenue rose 14 % to 4.03 billion from 3.54 billion ; rose	the rising of the revenue went from 14% to 4.03 billion from 3.54 billion
accord prices start at 12,345 ; start	starting at 12345 are accord prices
india 's gandhi called for parliamentary elections next month ; called	the calling by gandhi for parliamentary elections in india is for next month
over the next few years i would advise caution ; advise	advising caution over the next few years is what i would do
the french analysis goes further ; goes	the going further happens by french analysis
in europe the dollar ended lower in dull trading ; ended	the ending of the dollar in europe was lower due to dull trading
california prices were already coming down ; coming	the coming down of california prices was already happening
bankamerica 's total loans rose 8 % to 71.36 billion ; rose	the rising of total loans from 8 percent to 71.36 billion was for bankamerica
one team pays so much and the other pays more ; pays	the payment of one team is so much and the other team pays more
the contract settled at 1,014 a ton off 13 ; settled	the settling of the contract at 1014 was a ton off 13
and even though employees paid the bill taxpayers grumbled ; paid	even though the payment of the bill was made by the employees, the taxpayers grumbled
it ended with a gain of 88.12 points ; ended	the ending was a gain of 88.12 points
the dollar weakened against most other major currencies ; weakened	the weakening of the dollar was against most other major currencies
i wish he could wear lifts in his voice ; wish	the wish i have is that he could wear lifts in his voice
and even though employees paid the bill taxpayers grumbled ; grumbled	and the grumbling of taxpayers occurred even though employees paid the bill
the nasdaq financial index rose 2.09 to 454.86 ; rose	the rising of the nasdaq financial index went from 2.09 to 454.86
i wish he could wear lifts in his voice ; wear	the wearing of lifts in his voice is something i wish for
that is a property right that belongs to the performer ; belongs	the ownership of the property is for the performer
sales declined 3 % to 524.5 million from 539.4 million ; declined	the declining of sales was 3 percent from 539.4 million to 524.5 million
if nobody buys i bring my prices down ; bring	the bringing of my prices down happens if nobody buys
the transaction represents lynch 's entry into the telephone business ; represents	the representation of the transaction showed lynch's entry into the telephone business
general mills gained 2 1\/4 to 72 7\/8 ; gained	the gaining of general mills was 2 1v4 to 72 7v8
shorted shares must eventually be replaced through buying ; replaced	the replacement of the shorted shares must eventually be done through buying
most sleep on the floor ; sleep	the sleeping of most happens on the floor
the dow jones industrial average fell 26.23 points to 2662.91 ; fell	the falling of the dow jones industrial average went from 26.23 points to 2662.91
the results ca n't be extrapolated to all investors though ; extrapolated	the extrapolation of results can't apply to all investors though
last week cbs inc. canceled the people next door ; canceled	the canceling of the people next door last week was by cbs inc
people in the phone business call this technology 900 click ; call	the calling of this technology the 900 click is done by people in the phone business
but there did seem to be a retail activity pickup ; seem	the seeming of activity was from retail pickup
meanwhile competition from rivals unencumbered by history is intensifying ; intensifying	the intensifying of the competition from rivals is unencumbered by history
the people who tape the most buy the most ; tape	the taping is done the most by the people who buy the most
both issues are dated oct. 26 ; dated	dating oct 26 are both issues
the people who tape the most buy the most ; buy	the buying of the most is done by people who tape the most
brawls between union factions still erupt at pemex installations ; erupt	erupting brawls between union factions still occur at pemex installations.
